GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,NAME_E,AF49E001,NAME_M,AF49M001,STATE_ABB,X_POSITION,Y_POSITION
G2700450,2012-2016,Minnesota,27,Fillmore County,45,"Fillmore County, Minnesota",54358,"Fillmore County, Minnesota",1623,MN,5,2
G2700470,2012-2016,Minnesota,27,Freeborn County,47,"Freeborn County, Minnesota",48827,"Freeborn County, Minnesota",1667,MN,5,2
G2700490,2012-2016,Minnesota,27,Goodhue County,49,"Goodhue County, Minnesota",60452,"Goodhue County, Minnesota",2170,MN,5,2
G2700510,2012-2016,Minnesota,27,Grant County,51,"Grant County, Minnesota",53828,"Grant County, Minnesota",2054,MN,5,2
G2700530,2012-2016,Minnesota,27,Hennepin County,53,"Hennepin County, Minnesota",67989,"Hennepin County, Minnesota",606,MN,5,2
G2700550,2012-2016,Minnesota,27,Houston County,55,"Houston County, Minnesota",55550,"Houston County, Minnesota",2402,MN,5,2
G2700570,2012-2016,Minnesota,27,Hubbard County,57,"Hubbard County, Minnesota",49742,"Hubbard County, Minnesota",1574,MN,5,2
G2700590,2012-2016,Minnesota,27,Isanti County,59,"Isanti County, Minnesota",62733,"Isanti County, Minnesota",2660,MN,5,2
G2700610,2012-2016,Minnesota,27,Itasca County,61,"Itasca County, Minnesota",49507,"Itasca County, Minnesota",1743,MN,5,2
G2700630,2012-2016,Minnesota,27,Jackson County,63,"Jackson County, Minnesota",55114,"Jackson County, Minnesota",4561,MN,5,2
G2700650,2012-2016,Minnesota,27,Kanabec County,65,"Kanabec County, Minnesota",48042,"Kanabec County, Minnesota",2264,MN,5,2
G2700670,2012-2016,Minnesota,27,Kandiyohi County,67,"Kandiyohi County, Minnesota",53514,"Kandiyohi County, Minnesota",1581,MN,5,2
G2700690,2012-2016,Minnesota,27,Kittson County,69,"Kittson County, Minnesota",51484,"Kittson County, Minnesota",3509,MN,5,2
G2700710,2012-2016,Minnesota,27,Koochiching County,71,"Koochiching County, Minnesota",44929,"Koochiching County, Minnesota",3658,MN,5,2
G2700730,2012-2016,Minnesota,27,Lac qui Parle County,73,"Lac qui Parle County, Minnesota",49210,"Lac qui Parle County, Minnesota",2080,MN,5,2
G2700750,2012-2016,Minnesota,27,Lake County,75,"Lake County, Minnesota",52320,"Lake County, Minnesota",2559,MN,5,2
G2700770,2012-2016,Minnesota,27,Lake of the Woods County,77,"Lake of the Woods County, Minnesota",45732,"Lake of the Woods County, Minnesota",5649,MN,5,2
G2700790,2012-2016,Minnesota,27,Le Sueur County,79,"Le Sueur County, Minnesota",62462,"Le Sueur County, Minnesota",1802,MN,5,2
G2700810,2012-2016,Minnesota,27,Lincoln County,81,"Lincoln County, Minnesota",49438,"Lincoln County, Minnesota",2114,MN,5,2
G2700830,2012-2016,Minnesota,27,Lyon County,83,"Lyon County, Minnesota",51920,"Lyon County, Minnesota",1644,MN,5,2
G2700850,2012-2016,Minnesota,27,McLeod County,85,"McLeod County, Minnesota",57738,"McLeod County, Minnesota",2399,MN,5,2
G2700870,2012-2016,Minnesota,27,Mahnomen County,87,"Mahnomen County, Minnesota",41597,"Mahnomen County, Minnesota",2078,MN,5,2
G2700890,2012-2016,Minnesota,27,Marshall County,89,"Marshall County, Minnesota",56340,"Marshall County, Minnesota",1707,MN,5,2
G2700910,2012-2016,Minnesota,27,Martin County,91,"Martin County, Minnesota",51984,"Martin County, Minnesota",3552,MN,5,2
G2700930,2012-2016,Minnesota,27,Meeker County,93,"Meeker County, Minnesota",58574,"Meeker County, Minnesota",1714,MN,5,2
G2700950,2012-2016,Minnesota,27,Mille Lacs County,95,"Mille Lacs County, Minnesota",51232,"Mille Lacs County, Minnesota",1829,MN,5,2
G2700970,2012-2016,Minnesota,27,Morrison County,97,"Morrison County, Minnesota",51456,"Morrison County, Minnesota",1638,MN,5,2
G2700990,2012-2016,Minnesota,27,Mower County,99,"Mower County, Minnesota",51778,"Mower County, Minnesota",1713,MN,5,2
G2701010,2012-2016,Minnesota,27,Murray County,101,"Murray County, Minnesota",51801,"Murray County, Minnesota",2300,MN,5,2
G2701030,2012-2016,Minnesota,27,Nicollet County,103,"Nicollet County, Minnesota",61501,"Nicollet County, Minnesota",2905,MN,5,2
G2701050,2012-2016,Minnesota,27,Nobles County,105,"Nobles County, Minnesota",53269,"Nobles County, Minnesota",2027,MN,5,2
G2701070,2012-2016,Minnesota,27,Norman County,107,"Norman County, Minnesota",52083,"Norman County, Minnesota",2565,MN,5,2
G2701090,2012-2016,Minnesota,27,Olmsted County,109,"Olmsted County, Minnesota",69308,"Olmsted County, Minnesota",1499,MN,5,2
G2701110,2012-2016,Minnesota,27,Otter Tail County,111,"Otter Tail County, Minnesota",53351,"Otter Tail County, Minnesota",1280,MN,5,2
G2701130,2012-2016,Minnesota,27,Pennington County,113,"Pennington County, Minnesota",51156,"Pennington County, Minnesota",2817,MN,5,2
G2701150,2012-2016,Minnesota,27,Pine County,115,"Pine County, Minnesota",45379,"Pine County, Minnesota",1681,MN,5,2
G2701170,2012-2016,Minnesota,27,Pipestone County,117,"Pipestone County, Minnesota",48944,"Pipestone County, Minnesota",2887,MN,5,2
G2701190,2012-2016,Minnesota,27,Polk County,119,"Polk County, Minnesota",53059,"Polk County, Minnesota",1421,MN,5,2
G2701210,2012-2016,Minnesota,27,Pope County,121,"Pope County, Minnesota",55180,"Pope County, Minnesota",2723,MN,5,2
G2701230,2012-2016,Minnesota,27,Ramsey County,123,"Ramsey County, Minnesota",57717,"Ramsey County, Minnesota",804,MN,5,2
G2701250,2012-2016,Minnesota,27,Red Lake County,125,"Red Lake County, Minnesota",49800,"Red Lake County, Minnesota",3639,MN,5,2
G2701270,2012-2016,Minnesota,27,Redwood County,127,"Redwood County, Minnesota",48891,"Redwood County, Minnesota",2212,MN,5,2
G2701290,2012-2016,Minnesota,27,Renville County,129,"Renville County, Minnesota",54824,"Renville County, Minnesota",1959,MN,5,2
G2701310,2012-2016,Minnesota,27,Rice County,131,"Rice County, Minnesota",61683,"Rice County, Minnesota",1985,MN,5,2
G2701330,2012-2016,Minnesota,27,Rock County,133,"Rock County, Minnesota",52835,"Rock County, Minnesota",2383,MN,5,2
G2701350,2012-2016,Minnesota,27,Roseau County,135,"Roseau County, Minnesota",54827,"Roseau County, Minnesota",1584,MN,5,2
G2701370,2012-2016,Minnesota,27,St. Louis County,137,"St. Louis County, Minnesota",49395,"St. Louis County, Minnesota",1098,MN,5,2
G2701390,2012-2016,Minnesota,27,Scott County,139,"Scott County, Minnesota",90198,"Scott County, Minnesota",2559,MN,5,2
G2701410,2012-2016,Minnesota,27,Sherburne County,141,"Sherburne County, Minnesota",78081,"Sherburne County, Minnesota",3340,MN,5,2
G2701430,2012-2016,Minnesota,27,Sibley County,143,"Sibley County, Minnesota",59596,"Sibley County, Minnesota",1967,MN,5,2
G2701450,2012-2016,Minnesota,27,Stearns County,145,"Stearns County, Minnesota",56977,"Stearns County, Minnesota",1146,MN,5,2
G2701470,2012-2016,Minnesota,27,Steele County,147,"Steele County, Minnesota",58141,"Steele County, Minnesota",2395,MN,5,2
G2701490,2012-2016,Minnesota,27,Stevens County,149,"Stevens County, Minnesota",55941,"Stevens County, Minnesota",3590,MN,5,2
G2701510,2012-2016,Minnesota,27,Swift County,151,"Swift County, Minnesota",49956,"Swift County, Minnesota",2393,MN,5,2
G2701530,2012-2016,Minnesota,27,Todd County,153,"Todd County, Minnesota",47549,"Todd County, Minnesota",1898,MN,5,2
G2701550,2012-2016,Minnesota,27,Traverse County,155,"Traverse County, Minnesota",50333,"Traverse County, Minnesota",3438,MN,5,2
G2701570,2012-2016,Minnesota,27,Wabasha County,157,"Wabasha County, Minnesota",58865,"Wabasha County, Minnesota",2580,MN,5,2
G2701590,2012-2016,Minnesota,27,Wadena County,159,"Wadena County, Minnesota",42689,"Wadena County, Minnesota",2549,MN,5,2
G2701610,2012-2016,Minnesota,27,Waseca County,161,"Waseca County, Minnesota",53199,"Waseca County, Minnesota",2200,MN,5,2
G2701630,2012-2016,Minnesota,27,Washington County,163,"Washington County, Minnesota",86689,"Washington County, Minnesota",1719,MN,5,2
G2701650,2012-2016,Minnesota,27,Watonwan County,165,"Watonwan County, Minnesota",50068,"Watonwan County, Minnesota",3554,MN,5,2
G2701670,2012-2016,Minnesota,27,Wilkin County,167,"Wilkin County, Minnesota",52963,"Wilkin County, Minnesota",2747,MN,5,2
G2701690,2012-2016,Minnesota,27,Winona County,169,"Winona County, Minnesota",52840,"Winona County, Minnesota",2769,MN,5,2
G2701710,2012-2016,Minnesota,27,Wright County,171,"Wright County, Minnesota",75705,"Wright County, Minnesota",2188,MN,5,2
G2701730,2012-2016,Minnesota,27,Yellow Medicine County,173,"Yellow Medicine County, Minnesota",54717,"Yellow Medicine County, Minnesota",2445,MN,5,2
G2800010,2012-2016,Mississippi,28,Adams County,1,"Adams County, Mississippi",31283,"Adams County, Mississippi",2025,MS,6,6
G2800030,2012-2016,Mississippi,28,Alcorn County,3,"Alcorn County, Mississippi",38892,"Alcorn County, Mississippi",2401,MS,6,6
G2800050,2012-2016,Mississippi,28,Amite County,5,"Amite County, Mississippi",27334,"Amite County, Mississippi",3850,MS,6,6
G2800070,2012-2016,Mississippi,28,Attala County,7,"Attala County, Mississippi",33018,"Attala County, Mississippi",2720,MS,6,6
G2800090,2012-2016,Mississippi,28,Benton County,9,"Benton County, Mississippi",36302,"Benton County, Mississippi",4087,MS,6,6
G2800110,2012-2016,Mississippi,28,Bolivar County,11,"Bolivar County, Mississippi",27457,"Bolivar County, Mississippi",1901,MS,6,6
G2800130,2012-2016,Mississippi,28,Calhoun County,13,"Calhoun County, Mississippi",31141,"Calhoun County, Mississippi",2820,MS,6,6
G2800150,2012-2016,Mississippi,28,Carroll County,15,"Carroll County, Mississippi",40278,"Carroll County, Mississippi",8113,MS,6,6
G2800170,2012-2016,Mississippi,28,Chickasaw County,17,"Chickasaw County, Mississippi",31048,"Chickasaw County, Mississippi",1417,MS,6,6
G2800190,2012-2016,Mississippi,28,Choctaw County,19,"Choctaw County, Mississippi",32953,"Choctaw County, Mississippi",2691,MS,6,6
G2800210,2012-2016,Mississippi,28,Claiborne County,21,"Claiborne County, Mississippi",25000,"Claiborne County, Mississippi",2324,MS,6,6
G2800230,2012-2016,Mississippi,28,Clarke County,23,"Clarke County, Mississippi",36441,"Clarke County, Mississippi",2623,MS,6,6
G2800250,2012-2016,Mississippi,28,Clay County,25,"Clay County, Mississippi",33142,"Clay County, Mississippi",4450,MS,6,6
G2800270,2012-2016,Mississippi,28,Coahoma County,27,"Coahoma County, Mississippi",28217,"Coahoma County, Mississippi",2379,MS,6,6
G2800290,2012-2016,Mississippi,28,Copiah County,29,"Copiah County, Mississippi",34738,"Copiah County, Mississippi",2076,MS,6,6
G2800310,2012-2016,Mississippi,28,Covington County,31,"Covington County, Mississippi",31684,"Covington County, Mississippi",2393,MS,6,6
G2800330,2012-2016,Mississippi,28,DeSoto County,33,"DeSoto County, Mississippi",60111,"DeSoto County, Mississippi",1199,MS,6,6
G2800350,2012-2016,Mississippi,28,Forrest County,35,"Forrest County, Mississippi",37017,"Forrest County, Mississippi",2408,MS,6,6
G2800370,2012-2016,Mississippi,28,Franklin County,37,"Franklin County, Mississippi",40081,"Franklin County, Mississippi",7843,MS,6,6
G2800390,2012-2016,Mississippi,28,George County,39,"George County, Mississippi",47313,"George County, Mississippi",5659,MS,6,6
G2800410,2012-2016,Mississippi,28,Greene County,41,"Greene County, Mississippi",40069,"Greene County, Mississippi",6261,MS,6,6
G2800430,2012-2016,Mississippi,28,Grenada County,43,"Grenada County, Mississippi",33026,"Grenada County, Mississippi",2501,MS,6,6
G2800450,2012-2016,Mississippi,28,Hancock County,45,"Hancock County, Mississippi",46542,"Hancock County, Mississippi",4096,MS,6,6
G2800470,2012-2016,Mississippi,28,Harrison County,47,"Harrison County, Mississippi",43095,"Harrison County, Mississippi",1455,MS,6,6
G2800490,2012-2016,Mississippi,28,Hinds County,49,"Hinds County, Mississippi",38773,"Hinds County, Mississippi",1077,MS,6,6
G2800510,2012-2016,Mississippi,28,Holmes County,51,"Holmes County, Mississippi",20800,"Holmes County, Mississippi",1366,MS,6,6
G2800530,2012-2016,Mississippi,28,Humphreys County,53,"Humphreys County, Mississippi",23442,"Humphreys County, Mississippi",4016,MS,6,6
G2800550,2012-2016,Mississippi,28,Issaquena County,55,"Issaquena County, Mississippi",24306,"Issaquena County, Mississippi",3571,MS,6,6
G2800570,2012-2016,Mississippi,28,Itawamba County,57,"Itawamba County, Mississippi",35380,"Itawamba County, Mississippi",2010,MS,6,6
G2800590,2012-2016,Mississippi,28,Jackson County,59,"Jackson County, Mississippi",49158,"Jackson County, Mississippi",1439,MS,6,6
G2800610,2012-2016,Mississippi,28,Jasper County,61,"Jasper County, Mississippi",34993,"Jasper County, Mississippi",3868,MS,6,6
G2800630,2012-2016,Mississippi,28,Jefferson County,63,"Jefferson County, Mississippi",23773,"Jefferson County, Mississippi",7994,MS,6,6
G2800650,2012-2016,Mississippi,28,Jefferson Davis County,65,"Jefferson Davis County, Mississippi",26429,"Jefferson Davis County, Mississippi",2726,MS,6,6
G2800670,2012-2016,Mississippi,28,Jones County,67,"Jones County, Mississippi",37846,"Jones County, Mississippi",2206,MS,6,6
G2800690,2012-2016,Mississippi,28,Kemper County,69,"Kemper County, Mississippi",29925,"Kemper County, Mississippi",3420,MS,6,6
G2800710,2012-2016,Mississippi,28,Lafayette County,71,"Lafayette County, Mississippi",43162,"Lafayette County, Mississippi",3886,MS,6,6
G2800730,2012-2016,Mississippi,28,Lamar County,73,"Lamar County, Mississippi",53888,"Lamar County, Mississippi",2157,MS,6,6
G2800750,2012-2016,Mississippi,28,Lauderdale County,75,"Lauderdale County, Mississippi",38399,"Lauderdale County, Mississippi",2767,MS,6,6
G2800770,2012-2016,Mississippi,28,Lawrence County,77,"Lawrence County, Mississippi",38155,"Lawrence County, Mississippi",3677,MS,6,6
G2800790,2012-2016,Mississippi,28,Leake County,79,"Leake County, Mississippi",32657,"Leake County, Mississippi",3440,MS,6,6
G2800810,2012-2016,Mississippi,28,Lee County,81,"Lee County, Mississippi",43224,"Lee County, Mississippi",1962,MS,6,6
G2800830,2012-2016,Mississippi,28,Leflore County,83,"Leflore County, Mississippi",25356,"Leflore County, Mississippi",1840,MS,6,6
G2800850,2012-2016,Mississippi,28,Lincoln County,85,"Lincoln County, Mississippi",36250,"Lincoln County, Mississippi",2640,MS,6,6
G2800870,2012-2016,Mississippi,28,Lowndes County,87,"Lowndes County, Mississippi",41219,"Lowndes County, Mississippi",1943,MS,6,6
G2800890,2012-2016,Mississippi,28,Madison County,89,"Madison County, Mississippi",65924,"Madison County, Mississippi",2721,MS,6,6
G2800910,2012-2016,Mississippi,28,Marion County,91,"Marion County, Mississippi",30914,"Marion County, Mississippi",2548,MS,6,6
G2800930,2012-2016,Mississippi,28,Marshall County,93,"Marshall County, Mississippi",40598,"Marshall County, Mississippi",1752,MS,6,6
G2800950,2012-2016,Mississippi,28,Monroe County,95,"Monroe County, Mississippi",37345,"Monroe County, Mississippi",3313,MS,6,6
G2800970,2012-2016,Mississippi,28,Montgomery County,97,"Montgomery County, Mississippi",31207,"Montgomery County, Mississippi",4648,MS,6,6
G2800990,2012-2016,Mississippi,28,Neshoba County,99,"Neshoba County, Mississippi",35991,"Neshoba County, Mississippi",2181,MS,6,6
G2801010,2012-2016,Mississippi,28,Newton County,101,"Newton County, Mississippi",35527,"Newton County, Mississippi",3138,MS,6,6
G2801030,2012-2016,Mississippi,28,Noxubee County,103,"Noxubee County, Mississippi",31472,"Noxubee County, Mississippi",6266,MS,6,6
G2801050,2012-2016,Mississippi,28,Oktibbeha County,105,"Oktibbeha County, Mississippi",33431,"Oktibbeha County, Mississippi",3855,MS,6,6
G2801070,2012-2016,Mississippi,28,Panola County,107,"Panola County, Mississippi",37556,"Panola County, Mississippi",3753,MS,6,6
G2801090,2012-2016,Mississippi,28,Pearl River County,109,"Pearl River County, Mississippi",41598,"Pearl River County, Mississippi",1762,MS,6,6
G2801110,2012-2016,Mississippi,28,Perry County,111,"Perry County, Mississippi",34774,"Perry County, Mississippi",4619,MS,6,6
G2801130,2012-2016,Mississippi,28,Pike County,113,"Pike County, Mississippi",31511,"Pike County, Mississippi",1955,MS,6,6
G2801150,2012-2016,Mississippi,28,Pontotoc County,115,"Pontotoc County, Mississippi",39869,"Pontotoc County, Mississippi",2135,MS,6,6
G2801170,2012-2016,Mississippi,28,Prentiss County,117,"Prentiss County, Mississippi",33509,"Prentiss County, Mississippi",4007,MS,6,6
G2801190,2012-2016,Mississippi,28,Quitman County,119,"Quitman County, Mississippi",24835,"Quitman County, Mississippi",2189,MS,6,6
G2801210,2012-2016,Mississippi,28,Rankin County,121,"Rankin County, Mississippi",59370,"Rankin County, Mississippi",1593,MS,6,6
G2801230,2012-2016,Mississippi,28,Scott County,123,"Scott County, Mississippi",32615,"Scott County, Mississippi",1627,MS,6,6
G2801250,2012-2016,Mississippi,28,Sharkey County,125,"Sharkey County, Mississippi",28878,"Sharkey County, Mississippi",2657,MS,6,6
G2801270,2012-2016,Mississippi,28,Simpson County,127,"Simpson County, Mississippi",37285,"Simpson County, Mississippi",2263,MS,6,6
G2801290,2012-2016,Mississippi,28,Smith County,129,"Smith County, Mississippi",33696,"Smith County, Mississippi",4518,MS,6,6
G2801310,2012-2016,Mississippi,28,Stone County,131,"Stone County, Mississippi",44995,"Stone County, Mississippi",4335,MS,6,6
G2801330,2012-2016,Mississippi,28,Sunflower County,133,"Sunflower County, Mississippi",27126,"Sunflower County, Mississippi",1803,MS,6,6
G2801350,2012-2016,Mississippi,28,Tallahatchie County,135,"Tallahatchie County, Mississippi",29837,"Tallahatchie County, Mississippi",2071,MS,6,6
G2801370,2012-2016,Mississippi,28,Tate County,137,"Tate County, Mississippi",43883,"Tate County, Mississippi",3699,MS,6,6
G2801390,2012-2016,Mississippi,28,Tippah County,139,"Tippah County, Mississippi",37109,"Tippah County, Mississippi",2797,MS,6,6
G2801410,2012-2016,Mississippi,28,Tishomingo County,141,"Tishomingo County, Mississippi",35364,"Tishomingo County, Mississippi",2209,MS,6,6
G2801430,2012-2016,Mississippi,28,Tunica County,143,"Tunica County, Mississippi",31918,"Tunica County, Mississippi",2852,MS,6,6
G2801450,2012-2016,Mississippi,28,Union County,145,"Union County, Mississippi",37898,"Union County, Mississippi",3435,MS,6,6
G2801470,2012-2016,Mississippi,28,Walthall County,147,"Walthall County, Mississippi",30571,"Walthall County, Mississippi",2453,MS,6,6
G2801490,2012-2016,Mississippi,28,Warren County,149,"Warren County, Mississippi",40475,"Warren County, Mississippi",1976,MS,6,6
G2801510,2012-2016,Mississippi,28,Washington County,151,"Washington County, Mississippi",28452,"Washington County, Mississippi",1905,MS,6,6
G2801530,2012-2016,Mississippi,28,Wayne County,153,"Wayne County, Mississippi",34458,"Wayne County, Mississippi",5129,MS,6,6
G2801550,2012-2016,Mississippi,28,Webster County,155,"Webster County, Mississippi",37083,"Webster County, Mississippi",6225,MS,6,6
G2801570,2012-2016,Mississippi,28,Wilkinson County,157,"Wilkinson County, Mississippi",25846,"Wilkinson County, Mississippi",4234,MS,6,6
G2801590,2012-2016,Mississippi,28,Winston County,159,"Winston County, Mississippi",32820,"Winston County, Mississippi",5180,MS,6,6
G2801610,2012-2016,Mississippi,28,Yalobusha County,161,"Yalobusha County, Mississippi",34749,"Yalobusha County, Mississippi",3362,MS,6,6
G2801630,2012-2016,Mississippi,28,Yazoo County,163,"Yazoo County, Mississippi",27560,"Yazoo County, Mississippi",3389,MS,6,6
G2900010,2012-2016,Missouri,29,Adair County,1,"Adair County, Missouri",37967,"Adair County, Missouri",3016,MO,5,4
G2900030,2012-2016,Missouri,29,Andrew County,3,"Andrew County, Missouri",54804,"Andrew County, Missouri",5794,MO,5,4
G2900050,2012-2016,Missouri,29,Atchison County,5,"Atchison County, Missouri",43438,"Atchison County, Missouri",3530,MO,5,4
G2900070,2012-2016,Missouri,29,Audrain County,7,"Audrain County, Missouri",41930,"Audrain County, Missouri",1758,MO,5,4
G2900090,2012-2016,Missouri,29,Barry County,9,"Barry County, Missouri",37869,"Barry County, Missouri",3173,MO,5,4
G2900110,2012-2016,Missouri,29,Barton County,11,"Barton County, Missouri",38877,"Barton County, Missouri",3086,MO,5,4
G2900130,2012-2016,Missouri,29,Bates County,13,"Bates County, Missouri",41520,"Bates County, Missouri",3295,MO,5,4
G2900150,2012-2016,Missouri,29,Benton County,15,"Benton County, Missouri",33428,"Benton County, Missouri",1539,MO,5,4
G2900170,2012-2016,Missouri,29,Bollinger County,17,"Bollinger County, Missouri",39493,"Bollinger County, Missouri",3809,MO,5,4
G2900190,2012-2016,Missouri,29,Boone County,19,"Boone County, Missouri",50813,"Boone County, Missouri",833,MO,5,4
G2900210,2012-2016,Missouri,29,Buchanan County,21,"Buchanan County, Missouri",46680,"Buchanan County, Missouri",2180,MO,5,4
G2900230,2012-2016,Missouri,29,Butler County,23,"Butler County, Missouri",36302,"Butler County, Missouri",2253,MO,5,4
G2900250,2012-2016,Missouri,29,Caldwell County,25,"Caldwell County, Missouri",44722,"Caldwell County, Missouri",2300,MO,5,4
G2900270,2012-2016,Missouri,29,Callaway County,27,"Callaway County, Missouri",50362,"Callaway County, Missouri",2426,MO,5,4
G2900290,2012-2016,Missouri,29,Camden County,29,"Camden County, Missouri",46747,"Camden County, Missouri",2148,MO,5,4
G2900310,2012-2016,Missouri,29,Cape Girardeau County,31,"Cape Girardeau County, Missouri",48458,"Cape Girardeau County, Missouri",1530,MO,5,4
G2900330,2012-2016,Missouri,29,Carroll County,33,"Carroll County, Missouri",41537,"Carroll County, Missouri",5245,MO,5,4
G2900350,2012-2016,Missouri,29,Carter County,35,"Carter County, Missouri",37162,"Carter County, Missouri",5647,MO,5,4
G2900370,2012-2016,Missouri,29,Cass County,37,"Cass County, Missouri",63613,"Cass County, Missouri",1928,MO,5,4
G2900390,2012-2016,Missouri,29,Cedar County,39,"Cedar County, Missouri",33720,"Cedar County, Missouri",2573,MO,5,4
G2900410,2012-2016,Missouri,29,Chariton County,41,"Chariton County, Missouri",41773,"Chariton County, Missouri",2682,MO,5,4
G2900430,2012-2016,Missouri,29,Christian County,43,"Christian County, Missouri",54392,"Christian County, Missouri",1764,MO,5,4
G2900450,2012-2016,Missouri,29,Clark County,45,"Clark County, Missouri",45169,"Clark County, Missouri",2334,MO,5,4
G2900470,2012-2016,Missouri,29,Clay County,47,"Clay County, Missouri",63702,"Clay County, Missouri",1004,MO,5,4
G2900490,2012-2016,Missouri,29,Clinton County,49,"Clinton County, Missouri",57486,"Clinton County, Missouri",3464,MO,5,4
G2900510,2012-2016,Missouri,29,Cole County,51,"Cole County, Missouri",54130,"Cole County, Missouri",1444,MO,5,4
G2900530,2012-2016,Missouri,29,Cooper County,53,"Cooper County, Missouri",44917,"Cooper County, Missouri",2048,MO,5,4
G2900550,2012-2016,Missouri,29,Crawford County,55,"Crawford County, Missouri",36983,"Crawford County, Missouri",3689,MO,5,4
G2900570,2012-2016,Missouri,29,Dade County,57,"Dade County, Missouri",37904,"Dade County, Missouri",2684,MO,5,4
G2900590,2012-2016,Missouri,29,Dallas County,59,"Dallas County, Missouri",37695,"Dallas County, Missouri",3166,MO,5,4
G2900610,2012-2016,Missouri,29,Daviess County,61,"Daviess County, Missouri",43669,"Daviess County, Missouri",3116,MO,5,4
G2900630,2012-2016,Missouri,29,DeKalb County,63,"DeKalb County, Missouri",43538,"DeKalb County, Missouri",3443,MO,5,4
G2900650,2012-2016,Missouri,29,Dent County,65,"Dent County, Missouri",38020,"Dent County, Missouri",2034,MO,5,4
G2900670,2012-2016,Missouri,29,Douglas County,67,"Douglas County, Missouri",31333,"Douglas County, Missouri",2520,MO,5,4
G2900690,2012-2016,Missouri,29,Dunklin County,69,"Dunklin County, Missouri",31220,"Dunklin County, Missouri",1190,MO,5,4
G2900710,2012-2016,Missouri,29,Franklin County,71,"Franklin County, Missouri",50895,"Franklin County, Missouri",1755,MO,5,4
G2900730,2012-2016,Missouri,29,Gasconade County,73,"Gasconade County, Missouri",45505,"Gasconade County, Missouri",3999,MO,5,4
G2900750,2012-2016,Missouri,29,Gentry County,75,"Gentry County, Missouri",44024,"Gentry County, Missouri",2798,MO,5,4
G2900770,2012-2016,Missouri,29,Greene County,77,"Greene County, Missouri",41908,"Greene County, Missouri",674,MO,5,4
G2900790,2012-2016,Missouri,29,Grundy County,79,"Grundy County, Missouri",40187,"Grundy County, Missouri",3288,MO,5,4
G2900810,2012-2016,Missouri,29,Harrison County,81,"Harrison County, Missouri",41173,"Harrison County, Missouri",3418,MO,5,4
G2900830,2012-2016,Missouri,29,Henry County,83,"Henry County, Missouri",42707,"Henry County, Missouri",2670,MO,5,4
G2900850,2012-2016,Missouri,29,Hickory County,85,"Hickory County, Missouri",33113,"Hickory County, Missouri",1934,MO,5,4
G2900870,2012-2016,Missouri,29,Holt County,87,"Holt County, Missouri",41017,"Holt County, Missouri",2285,MO,5,4
G2900890,2012-2016,Missouri,29,Howard County,89,"Howard County, Missouri",45762,"Howard County, Missouri",3884,MO,5,4
G2900910,2012-2016,Missouri,29,Howell County,91,"Howell County, Missouri",33964,"Howell County, Missouri",1523,MO,5,4
G2900930,2012-2016,Missouri,29,Iron County,93,"Iron County, Missouri",36354,"Iron County, Missouri",2083,MO,5,4
G2900950,2012-2016,Missouri,29,Jackson County,95,"Jackson County, Missouri",48104,"Jackson County, Missouri",713,MO,5,4
G2900970,2012-2016,Missouri,29,Jasper County,97,"Jasper County, Missouri",42648,"Jasper County, Missouri",1391,MO,5,4
G2900990,2012-2016,Missouri,29,Jefferson County,99,"Jefferson County, Missouri",58232,"Jefferson County, Missouri",1245,MO,5,4
G2901010,2012-2016,Missouri,29,Johnson County,101,"Johnson County, Missouri",48977,"Johnson County, Missouri",2076,MO,5,4
G2901030,2012-2016,Missouri,29,Knox County,103,"Knox County, Missouri",38816,"Knox County, Missouri",1811,MO,5,4
G2901050,2012-2016,Missouri,29,Laclede County,105,"Laclede County, Missouri",40436,"Laclede County, Missouri",1844,MO,5,4
G2901070,2012-2016,Missouri,29,Lafayette County,107,"Lafayette County, Missouri",50830,"Lafayette County, Missouri",2421,MO,5,4
G2901090,2012-2016,Missouri,29,Lawrence County,109,"Lawrence County, Missouri",40505,"Lawrence County, Missouri",1925,MO,5,4
G2901110,2012-2016,Missouri,29,Lewis County,111,"Lewis County, Missouri",45708,"Lewis County, Missouri",3754,MO,5,4
G2901130,2012-2016,Missouri,29,Lincoln County,113,"Lincoln County, Missouri",55249,"Lincoln County, Missouri",2712,MO,5,4
G2901150,2012-2016,Missouri,29,Linn County,115,"Linn County, Missouri",39286,"Linn County, Missouri",1959,MO,5,4
G2901170,2012-2016,Missouri,29,Livingston County,117,"Livingston County, Missouri",44266,"Livingston County, Missouri",4265,MO,5,4
G2901190,2012-2016,Missouri,29,McDonald County,119,"McDonald County, Missouri",38846,"McDonald County, Missouri",2303,MO,5,4
G2901210,2012-2016,Missouri,29,Macon County,121,"Macon County, Missouri",37099,"Macon County, Missouri",1885,MO,5,4
G2901230,2012-2016,Missouri,29,Madison County,123,"Madison County, Missouri",36359,"Madison County, Missouri",4106,MO,5,4
G2901250,2012-2016,Missouri,29,Maries County,125,"Maries County, Missouri",40542,"Maries County, Missouri",4185,MO,5,4
G2901270,2012-2016,Missouri,29,Marion County,127,"Marion County, Missouri",43828,"Marion County, Missouri",2395,MO,5,4
G2901290,2012-2016,Missouri,29,Mercer County,129,"Mercer County, Missouri",41817,"Mercer County, Missouri",2498,MO,5,4
